"año","mes","CUENTA CÓDIGO","CUENTA  NOMBRE","APROPIACION INICIAL","MODIFCACIONES  ADICION Y/O DISMINUCION CREDITO","MODIFCACIONES  ADICION Y/O DISMINUCION  CONTRACREDITO","MODIFCACIONES  TRASLADOS CREDITO"," MODIFCACIONES TRASLADOS CONTRACREDITO "," APROPIACION DEFINIFTIVA ","TRAMITE RECAUDOMES","TRAMITE RECAUDO ACUMULADO","SALDO POR RECAUDAR"
"2021","Abril","1.40201E+14","Servicios De Salud","151,197,033,534","6,298,761,164","0","0","0","157,495,794,698","15,372,968,080.37","66,073,297,690.07","91,422,497,007.93"
"2021","Abril","140202","Recursos De Capital","71,268,000","690,195,655","0","0","0","761,463,655","10,030,087.42","731,169,575.51","30,294,079.49"
"2021","Abril","140202001","Otros Recursos De Capital","71,268,000","690,195,655","0","0","0","761,463,655","10,030,087.42","731,169,575.51","30,294,079.49"
"2021","Abril","14020200101","Rendimientos De Operaciones Financieras","71,268,000","0","0","0","0","71,268,000","10,030,087.42","40,973,920.51","30,294,079.49"
"2021","Abril","1.40202E+12","Intereses","71,268,000","0","0","0","0","71,268,000","10,030,087.42","40,973,920.51","30,294,079.49"
"2021","Abril","1.40202E+14","Rendimientos Financieros Capresoca","71,000,000","0","0","0","0","71,000,000","10,015,087.42","40,918,920.51","30,081,079.49"
"2021","Abril","1.40202E+14","Otros Ingresos Administrativos","268","0","0","0","0","268","15.00","55.00","213.00"
"2021","Abril","14020200102","Otros Ingresos","0","690,195,655","0","0","0","690,195,655","- 0","690,195,655","- 0"
"2021","Abril","1.40202E+12","Otros Ingresos","0","690,195,655","0","0","0","690,195,655","- 0","690,195,655","- 0"
"2021","Abril","1.40202E+14","Vigencia Expirada Régimen Subsidiado","0","607,484,876","0","0","0","607,484,876","- 0","607,484,876","- 0"
"2021","Abril","1.40202E+14","Vigencia Expirada Régimen Contributivo","0","82,710,779","0","0","0","82,710,779","- 0","82,710,779","- 0"
"2021","Mayo",,"Ingresos","415,516,598,815","132,238,890,191.92","1,282,426,267","0","0","546,473,062,739.92","40,012,787,983.04","320,508,801,149.75","225,964,261,590.17"
"2021","Mayo","1","Ingresos Administracion Central","415,516,598,815","132,238,890,191.92","1,282,426,267","0","0","546,473,062,739.92","40,012,787,983.04","320,508,801,149.75","225,964,261,590.17"
"2021","Mayo","11","Ingresos Corrientes","261,485,387,281","22,770,082,525","1,282,426,267","0","0","282,973,043,539","23,466,285,064.33","134,959,305,547.32","148,013,737,991.68"
"2021","Mayo","1101","Ingresos Tributarios","66,913,624,477","3,250,000,000","0","0","0","70,163,624,477","6,403,092,296.57","40,329,178,888.49","29,834,445,588.51"
"2021","Mayo","110101","Impuestos Directos","5,000,000,000","0","0","0","0","5,000,000,000","550,798,033.6","3,849,830,244","1,150,169,756"
"2021","Mayo","110101100","Impuesto Sobre Vehículos Automotores","5,000,000,000","0","0","0","0","5,000,000,000","550,798,033.6","3,849,830,244","1,150,169,756"
"2021","Mayo","11010110001","Impuesto Sobre Vehículos Automotores","5,000,000,000","0","0","0","0","5,000,000,000","550,798,033.6","3,849,830,244","1,150,169,756"
"2021","Mayo","1.10101E+12","Impuesto Sobre Vehículos Automotores","5,000,000,000","0","0","0","0","5,000,000,000","550,798,033.6","3,849,830,244","1,150,169,756"
"2021","Mayo","1.10101E+14","Impuesto Sobre Vehiculos Automotores","5,000,000,000","0","0","0","0","5,000,000,000","550,798,033.6","3,849,830,244","1,150,169,756"
"2021","Mayo","110102","Impuestos Indirectos","61,913,624,477","3,250,000,000","0","0","0","65,163,624,477","5,852,294,262.97","36,479,348,644.49","28,684,275,832.51"
"2021","Mayo","110102100","Impuesto De Registro","4,508,000,000","0","0","0","0","4,508,000,000","511,737,550","2,905,982,781","1,602,017,219"
"2021","Mayo","11010210001","Impuesto De Registro-Camaras De Comercio","450,800,000","0","0","0","0","450,800,000","70,096,050","438,121,781","12,678,219"
"2021","Mayo","1.10102E+12","Impuesto De Registro-Camaras De Comercio","450,800,000","0","0","0","0","450,800,000","70,096,050","438,121,781","12,678,219"
"2021","Mayo","1.10102E+14","Impuesto De Registro Camaras De Comercio","450,800,000","0","0","0","0","450,800,000","70,096,050","438,121,781","12,678,219"
"2021","Mayo","11010210002","Impuesto De Registro -Oficina De Instrumentos Publicos","4,057,200,000","0","0","0","0","4,057,200,000","441,641,500","2,467,861,000","1,589,339,000"
"2021","Mayo","1.10102E+12","Impuesto De Registro -Oficina De Instrumentos Publicos","4,057,200,000","0","0","0","0","4,057,200,000","441,641,500","2,467,861,000","1,589,339,000"
"2021","Mayo","1.10102E+14","Impuesto De Registro  Instrumentos Públicos Dpto. Icld","4,057,200,000","0","0","0","0","4,057,200,000","441,641,500","2,467,861,000","1,589,339,000"
"2021","Mayo","110102101","Impuesto De Loterias","164,602,000","0","0","0","0","164,602,000","14,460,262","77,698,500","86,903,500"
"2021","Mayo","11010210101","Impuesto De Loterias","164,602,000","0","0","0","0","164,602,000","14,460,262","77,698,500","86,903,500"
"2021","Mayo","1.10102E+12","Impuesto De Loterias","164,602,000","0","0","0","0","164,602,000","14,460,262","77,698,500","86,903,500"
"2021","Mayo","1.10102E+14","Impuesto De Loterías Foráneas","164,602,000","0","0","0","0","164,602,000","14,460,262","77,698,500","86,903,500"
"2021","Mayo","110102102","Impuesto De Deguello De Ganado Mayor","600,000,000","0","0","0","0","600,000,000","7,613,250","180,698,288","419,301,712"
"2021","Mayo","11010210201","Impuesto De Deguello Ganado Mayor","600,000,000","0","0","0","0","600,000,000","7,613,250","180,698,288","419,301,712"
"2021","Mayo","1.10102E+12","Impuesto De Deguello Ganado Mayor","600,000,000","0","0","0","0","600,000,000","7,613,250","180,698,288","419,301,712"
"2021","Mayo","1.10102E+14","Impuesto De Deguello De Ganado Mayor","600,000,000","0","0","0","0","600,000,000","7,613,250","180,698,288","419,301,712"
"2021","Mayo","110102103","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","56.00","56.00","444.00"
"2021","Mayo","11010210301","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","56.00","56.00","444.00"
"2021","Mayo","1.10102E+12","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","56.00","56.00","444.00"
"2021","Mayo","1.10102E+14","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","56.00","56.00","444.00"
"2021","Mayo","110102104","Impuesto Al Consumo De Licores, Vinos, Aperitivos Y Similares","4,788,333,333","0","0","0","0","4,788,333,333","314,254,257","2,945,120,584.3","1,843,212,748.7"
"2021","Mayo","11010210401","Impuesto Al Consumo De Licores","4,740,779,563","0","0","0","0","4,740,779,563","275,551,332.4","2,693,952,734.5","2,046,826,828.5"
"2021","Mayo","1.10102E+12","Impuesto Al Consumo De Licores Nacionales","3,184,818,619","0","0","0","0","3,184,818,619","16,255,246.68","1,056,422,737.34","2,128,395,881.66"
"2021","Mayo","1.10102E+14","Impuesto Al Consumo De Licores - Nacionales","3,184,818,619","0","0","0","0","3,184,818,619","16,255,246.68","1,056,422,737.34","2,128,395,881.66"
"2021","Mayo","1.10102E+12","Impuesto Al Consumo De Licores - Extranjeros","1,555,960,944","0","0","0","0","1,555,960,944","259,296,085.72","1,637,529,997.16","-81,569,053.16"
"2021","Mayo","1.10102E+14","Impuesto Al Consumo De Licores - Extranjeros Fondo Local De Salud 37% Ley 1816","1,555,960,944","0","0","0","0","1,555,960,944","259,296,085.72","1,637,529,997.16","-81,569,053.16"
"2021","Mayo","11010210402","Impuesto Al Consumo De Vinos, Aperitivos Y Similare","47,553,770","0","0","0","0","47,553,770","38,702,924.6","251,167,849.8","-203,614,079.8"
"2021","Mayo","1.10102E+12","Impuesto Al Consumo De Vinos, Aperitivos Y Similares - Nacionales","30,796,482","0","0","0","0","30,796,482","18,311,445.6","107,758,426.8","-76,961,944.8"
"2021","Mayo","1.10102E+14","Impuesto Al Consumo De Vinos, Aperitivos Y Similares -","30,796,482","0","0","0","0","30,796,482","18,311,445.6","107,758,426.8","-76,961,944.8"
"2021","Mayo","1.10102E+12","Impuesto Al Consumo De Vinos, Aperitivos Y Similares - Extranjeros","16,757,288","0","0","0","0","16,757,288","20,391,479","143,409,423","-126,652,135"
"2021","Mayo","1.10102E+14","Impuesto Al Consumo De Vinos, Aperitivos Y Similares - Extranjeros","16,757,288","0","0","0","0","16,757,288","20,391,479","143,409,423","-126,652,135"
"2021","Mayo","110102105","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas","34,128,136,512","0","0","0","0","34,128,136,512","3,425,808,605","19,529,924,571","14,598,211,941"
"2021","Mayo","11010210501","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Nacionales","33,791,203,469","0","0","0","0","33,791,203,469","3,399,759,000","19,464,832,000","14,326,371,469"
"2021","Mayo","1.10102E+12","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Nacionales","33,791,203,469","0","0","0","0","33,791,203,469","3,399,759,000","19,464,832,000","14,326,371,469"
"2021","Mayo","1.10102E+14","Impuesto Al Consumo De Cervezas Nacionales.","33,791,203,469","0","0","0","0","33,791,203,469","3,399,759,000","19,464,832,000","14,326,371,469"
"2021","Mayo","11010210502","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Extranjeras","336,933,043","0","0","0","0","336,933,043","26,049,605","65,092,571","271,840,472"
"2021","Mayo","1.10102E+12","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Extranjeras","336,933,043","0","0","0","0","336,933,043","26,049,605","65,092,571","271,840,472"
"2021","Mayo","1.10102E+14","Impuesto Al Consumo De Cervezas Extranjeras.","336,933,043","0","0","0","0","336,933,043","26,049,605","65,092,571","271,840,472"
"2021","Mayo","110102106","Impuesto Al Consumo De Cigarrillos Y Tabaco","6,283,000,000","0","0","0","0","6,283,000,000","905,755,965.97","5,264,531,069.75","1,018,468,930.25"
"2021","Mayo","11010210601","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco","5,308,000,000","0","0","0","0","5,308,000,000","679,293,339.97","4,034,554,775.75","1,273,445,224.25"
"2021","Mayo","1.10102E+12","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco - Extranjeros.","5,308,000,000","0","0","0","0","5,308,000,000","679,293,339.97","4,034,554,775.75","1,273,445,224.25"
"2021","Mayo","1.10102E+14","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco - Extranjeros.","2,218,000,000","0","0","0","0","2,218,000,000","242,029,930.2","1,231,572,741.03","986,427,258.97"
"2021","Mayo","1.10102E+14","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco - Extranjeros","3,090,000,000","0","0","0","0","3,090,000,000","437,263,409.77","2,802,982,034.72","287,017,965.28"
"2021","Mayo","11010210602","Componente Ad Valorem Del Impuesto Al Consumo De Cigarrillos Y Tabaco Elaborado","975,000,000","0","0","0","0","975,000,000","226,462,626","1,229,976,294","-254,976,294"
"2021","Mayo","1.10102E+12","Componente Ad Valorem Del Impuesto Al Consumo De Cigarrillos Y Tabaco Elaborado - Extranjeros","975,000,000","0","0","0","0","975,000,000","226,462,626","1,229,976,294","-254,976,294"
"2021","Mayo","1.10102E+14","Componente Ad Valorem Del Impuesto Al Consumo De Cigarrillos Y Tabaco Elaborado - Extranjeros","975,000,000","0","0","0","0","975,000,000","226,462,626","1,229,976,294","-254,976,294"
"2021","Mayo","110102109","Sobretasa A La Gasolina","4,901,052,632","0","0","0","0","4,901,052,632","515,261,000","2,524,499,600","2,376,553,032"
"2021","Mayo","11010210902","Sobretasa A La Gasolina","4,901,052,632","0","0","0","0","4,901,052,632","515,261,000","2,524,499,600","2,376,553,032"
"2021","Mayo","1.10102E+12","Sobretasa A La Gasolina","4,901,052,632","0","0","0","0","4,901,052,632","515,261,000","2,524,499,600","2,376,553,032"
"2021","Mayo","110102218","Tasa Pro Deporte Y Recreacion","0","3,250,000,000","0","0","0","3,250,000,000","- 0","- 0","3,250,000,000"
"2021","Mayo","11010221801","Tasa Pro Deporte Y Recreacion","0","3,250,000,000","0","0","0","3,250,000,000","- 0","- 0","3,250,000,000"
"2021","Mayo","1.10102E+12","Tasa Pro Deporte Y Recreacion","0","3,250,000,000","0","0","0","3,250,000,000","- 0","- 0","3,250,000,000"
"2021","Mayo","1.10102E+14","Tasa Pro Deporte Y Recreación.","0","3,250,000,000","0","0","0","3,250,000,000","- 0","- 0","3,250,000,000"
"2021","Mayo","110102300","Estampillas","6,540,000,000","0","0","0","0","6,540,000,000","157,347,373","3,050,837,250.44","3,489,162,749.56"
"2021","Mayo","11010230001","Estampillas","3,900,000,000","0","0","0","0","3,900,000,000","75,524,428","1,681,893,886","2,218,106,114"
"2021","Mayo","1.10102E+12","Estampilla Para El Bienestar Del Adulto Mayor","3,900,000,000","0","0","0","0","3,900,000,000","75,524,428","1,681,893,886","2,218,106,114"
"2021","Mayo","11010230002","Estampilla Pro Desarrollo Departamental","1,300,000,000","0","0","0","0","1,300,000,000","25,175,142","560,449,135.47","739,550,864.53"
"2021","Mayo","1.10102E+12","Estampilla Pro Desarrollo Departamental.","1,300,000,000","0","0","0","0","1,300,000,000","25,175,142","560,449,135.47","739,550,864.53"
"2021","Mayo","11010230004","Estampilla Fondo Departamental De Bomberos","40,000,000","0","0","0","0","40,000,000","- 0","54,441,673","-14,441,673"
"2021","Mayo","1.10102E+12","Estampilla Fondo Departamental De Bomberos","40,000,000","0","0","0","0","40,000,000","- 0","54,441,673","-14,441,673"
"2021","Mayo","1.10102E+14","Estampilla Fondo Departamental De Bomberos","40,000,000","0","0","0","0","40,000,000","- 0","54,441,673","-14,441,673"
"2021","Mayo","11010230055","Estampilla Pro Cultura","1,300,000,000","0","0","0","0","1,300,000,000","56,647,803","754,052,555.97","545,947,444.03"
"2021","Mayo","1.10102E+12","Estampilla Pro Cultura","1,300,000,000","0","0","0","0","1,300,000,000","56,647,803","754,052,555.97","545,947,444.03"
"2021","Mayo","1.10102E+14","Estampilla Pro Cultura Departamental.","1,300,000,000","0","0","0","0","1,300,000,000","56,647,803","754,052,555.97","545,947,444.03"
"2021","Mayo","1102","Ingresos No Tributarios","194,571,762,804","19,520,082,525","1,282,426,267","0","0","212,809,419,062","17,063,192,767.76","94,630,126,658.83","118,179,292,403.17"
"2021","Mayo","110201","Contribuciones","4,732,251,319","0","0","0","0","4,732,251,319","441,536,814.8","1,538,830,146.85","3,193,421,172.15"
"2021","Mayo","110201003","Contribuciones Especiales","932,251,319","0","0","0","0","932,251,319","267,138,454","312,149,244","620,102,075"
"2021","Mayo","11020100301","Contribuciones Especiales","932,251,319","0","0","0","0","932,251,319","267,138,454","312,149,244","620,102,075"
"2021","Mayo","1.10201E+12","Contribuciones Especiales","932,251,319","0","0","0","0","932,251,319","267,138,454","312,149,244","620,102,075"
"2021","Mayo","1.10201E+14","Cuota De Fiscalización Y Auditaje","932,251,319","0","0","0","0","932,251,319","267,138,454","312,149,244","620,102,075"
"2021","Mayo","110201005","Contribuciones Diversas","3,800,000,000","0","0","0","0","3,800,000,000","174,398,360.8","1,226,680,902.85","2,573,319,097.15"
"2021","Mayo","11020100501","Contribuciones Diversas","3,800,000,000","0","0","0","0","3,800,000,000","174,398,360.8","1,226,680,902.85","2,573,319,097.15"
"2021","Mayo","1.10201E+12","Contribuciones Diversas","3,800,000,000","0","0","0","0","3,800,000,000","174,398,360.8","1,226,680,902.85","2,573,319,097.15"
"2021","Mayo","1.10201E+14","Contribución Especial Sobre Contratos De Obras Públicas","3,800,000,000","0","0","0","0","3,800,000,000","174,398,360.8","1,226,680,902.85","2,573,319,097.15"
"2021","Mayo","110202","Tasas Y Derechos Administrativos","562,130,000","100,000,000","0","0","0","662,130,000","97,575,984","395,459,719","266,670,281"
"2021","Mayo","110202001","Tasas Y Derechos Administrativos","562,130,000","0","0","0","0","562,130,000","66,461,384","364,345,119","197,784,881"
"2021","Mayo","11020200101","Tasas Y Derechos Administrativos","562,130,000","0","0","0","0","562,130,000","66,461,384","364,345,119","197,784,881"
"2021","Mayo","1.10202E+12","Tasas","562,130,000","0","0","0","0","562,130,000","66,461,384","364,345,119","197,784,881"
"2021","Mayo","1.10202E+14","Expedición De Pasaportes","302,500,000","0","0","0","0","302,500,000","30,360,600","128,404,000","174,096,000"
"2021","Mayo","1.10202E+14","Autorización De Manejo De Medicamentos De Control Especial Del Estado","59,630,000","0","0","0","0","59,630,000","12,516,184","75,276,619","-15,646,619"
"2021","Mayo","1.10202E+14","Derechos De Tránsito","200,000,000","0","0","0","0","200,000,000","23,584,600","160,664,500","39,335,500"
"2021","Mayo","110202015","Certificaciones Y Constancias","0","100,000,000","0","0","0","100,000,000","31,114,600","31,114,600","68,885,400"
"2021","Mayo","11020201501","Certificaciones Y Constancias","0","100,000,000","0","0","0","100,000,000","31,114,600","31,114,600","68,885,400"
"2021","Mayo","1.10202E+12","Certificaciones Y Constancias","0","100,000,000","0","0","0","100,000,000","31,114,600","31,114,600","68,885,400"
"2021","Mayo","1.10202E+14","Cobros De Papelería","0","100,000,000","0","0","0","100,000,000","31,114,600","31,114,600","68,885,400"
"2021","Mayo","110203","Multas, Sanciones E Intereses De Mora","772,229,000","0","0","0","0","772,229,000","131,392,709.75","898,413,836.13","-126,184,836.13"
"2021","Mayo","110203001","Multas, Sanciones","690,833,000","0","0","0","0","690,833,000","92,542,747.35","628,408,919.33","62,424,080.67"
"2021","Mayo","11020300109","Multas, Sanciones","690,833,000","0","0","0","0","690,833,000","92,542,747.35","628,408,919.33","62,424,080.67"
"2021","Mayo","1.10203E+12","Multas, Sanciones","690,833,000","0","0","0","0","690,833,000","92,542,747.35","628,408,919.33","62,424,080.67"
"2021","Mayo","1.10203E+14","Multas De Tránsito Y Transporte","600,000,000","0","0","0","0","600,000,000","48,950,613.35","357,606,871.93","242,393,128.07"
"2021","Mayo","1.10203E+14","Sanciones Tributarias","75,000,000","0","0","0","0","75,000,000","41,598,512","259,255,781.6","-184,255,781.6"
"2021","Mayo","1.10203E+14","Sanciones Sanitarias","14,832,000","0","0","0","0","14,832,000","1,993,622","11,546,265.8","3,285,734.2"
"2021","Mayo","1.10203E+14","Multas Y Sanciones Por Infracciones Al Régimen Del Monopolio De Juegos De Suerte Y Azar","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Mayo","1.10203E+14","Multas Y Sanciones Por Violación Al Régimen De Venta De Medicamentos Controlados","1,000,000","0","0","0","0","1,000,000","- 0","- 0","1,000,000"
"2021","Mayo","110203002","Intereses De Mora","81,396,000","0","0","0","0","81,396,000","38,849,962.4","270,004,916.8","-188,608,916.8"
"2021","Mayo","11020300201","Intereses De Mora","81,396,000","0","0","0","0","81,396,000","38,849,962.4","270,004,916.8","-188,608,916.8"
"2021","Mayo","1.10203E+12","Intereses","81,396,000","0","0","0","0","81,396,000","38,849,962.4","270,004,916.8","-188,608,916.8"
"2021","Mayo","1.10203E+14","Intereses De Mora Impuestos","81,396,000","0","0","0","0","81,396,000","38,849,962.4","270,004,916.8","-188,608,916.8"
"2021","Mayo","110206","Transferencias Corrientes","187,433,326,485","19,420,082,525","1,282,426,267","0","0","205,570,982,743","16,330,778,458.21","91,426,760,377.85","114,144,222,365.15"
"2021","Mayo","110206001","Sistema General De Participaciones","155,611,005,505","1,841,306,657","1,282,426,267","0","0","156,169,885,895","13,711,289,299","71,735,656,031","84,434,229,864"
"2021","Mayo","11020600101","Participación Para Educación","140,845,000,000","0","1,282,426,267","0","0","139,562,573,733","12,321,009,974","64,860,299,140","74,702,274,593"
"2021","Mayo","1.10206E+12","Participación Para Educación","140,845,000,000","0","1,282,426,267","0","0","139,562,573,733","12,321,009,974","64,860,299,140","74,702,274,593"
"2021","Mayo","1.10206E+14","Prestación De Servicio Educativo","140,000,000,000","0","1,011,393,196","0","0","138,988,606,804","12,261,414,432","64,564,520,279","74,424,086,525"
"2021","Mayo","1.10206E+14","Cancelación De Prestaciones Sociales Del Magisterio","845,000,000","0","271,033,071","0","0","573,966,929","59,595,542","295,778,861","278,188,068"
"2021","Mayo","11020600102","Participación Para Salud","11,366,005,505","518,828,857","0","0","0","11,884,834,362","995,344,610","4,917,422,093","6,967,412,269"
"2021","Mayo","1.10206E+12","Participación Para Salud","11,366,005,505","518,828,857","0","0","0","11,884,834,362","995,344,610","4,917,422,093","6,967,412,269"
"2021","Mayo","1.10206E+14","Salud Pública","5,816,733,745","321,495,381","0","0","0","6,138,229,126","514,470,607","2,536,934,873","3,601,294,253"
"2021","Mayo","1.10206E+14","Subsidio A La Oferta","5,549,271,760","197,333,476","0","0","0","5,746,605,236","480,874,003","2,380,487,220","3,366,118,016"
"2021","Mayo","11020600105","Agua Potable Y Saneamiento Basico","3,400,000,000","1,322,477,800","0","0","0","4,722,477,800","394,934,715","1,957,934,798","2,764,543,002"
"2021","Mayo","1.10206E+12","Agua Potable Y Saneamiento Basico","3,400,000,000","1,322,477,800","0","0","0","4,722,477,800","394,934,715","1,957,934,798","2,764,543,002"
"2021","Mayo","1.10206E+14","Agua Potable Y Saneamiento Básico","3,400,000,000","1,322,477,800","0","0","0","4,722,477,800","394,934,715","1,957,934,798","2,764,543,002"
"2021","Mayo","110206003","Participaciones Distintas Del Sgp","30,618,752,000","13,093,322","0","0","0","30,631,845,322","1,415,941,622","14,193,415,614","16,438,429,708"
"2021","Mayo","11020600301","Participación En Impuestos","30,618,752,000","13,093,322","0","0","0","30,631,845,322","1,415,941,622","14,193,415,614","16,438,429,708"
"2021","Mayo","1.10206E+12","Participación En Impuestos","30,400,000,000","0","0","0","0","30,400,000,000","1,415,941,622","13,961,570,292","16,438,429,708"
"2021","Mayo","1.10206E+14","Participación Del Iva Antiguas Intendencias Y Comisarías","18,000,000,000","0","0","0","0","18,000,000,000","- 0","8,546,864,390","9,453,135,610"
"2021","Mayo","1.10206E+14","Participación De La Sobretasa Al Acpm","12,400,000,000","0","0","0","0","12,400,000,000","1,415,941,622","5,414,705,902","6,985,294,098"
"2021","Mayo","1.10206E+12","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","218,752,000","13,093,322","0","0","0","231,845,322","- 0","231,845,322","- 0"
"2021","Mayo","1.10206E+14","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","218,752,000","13,093,322","0","0","0","231,845,322","- 0","231,845,322","- 0"
"2021","Mayo","110206004","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Mayo","11020600401","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Mayo","1.10206E+12","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Mayo","1.10206E+14","Compensación Por Menor Recaudo De Los Derechos De Explotación Del Juego De Apuestas Permanentes","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Mayo","110206005","A Entidades Territoriales Distintas De Participaciones Y Compensaciones","0","17,565,682,546","0","0","0","17,565,682,546","1,010,574,193","5,052,870,965","12,512,811,581"
"2021","Mayo","11020600501","A Entidades Territoriales Distintas De Participaci","0","17,565,682,546","0","0","0","17,565,682,546","1,010,574,193","5,052,870,965","12,512,811,581"
"2021","Mayo","1.10206E+12","A Entidades Territoriales Distintas De Participaci","0","17,565,682,546","0","0","0","17,565,682,546","1,010,574,193","5,052,870,965","12,512,811,581"
"2021","Mayo","1.10206E+14","Asignaciones Pae","0","10,105,741,925","0","0","0","10,105,741,925","1,010,574,193","5,052,870,965","5,052,870,960"
"2021","Mayo","1.10206E+14","Pae Resolución 005 Del 13 Ene De 2021 (Conpes 151/2012)","0","7,459,940,621","0","0","0","7,459,940,621","- 0","- 0","7,459,940,621"
"2021","Mayo","110206006","Transferencias De Otras Entidades Del Gobierno General","697,361,980","0","0","0","0","697,361,980","189,004,181","191,435,108","505,926,872"
"2021","Mayo","11020600606","Otras Unidades De Gobierno","697,361,980","0","0","0","0","697,361,980","189,004,181","191,435,108","505,926,872"
"2021","Mayo","1.10206E+12","Otras Unidades De Gobierno","697,361,980","0","0","0","0","697,361,980","189,004,181","191,435,108","505,926,872"
"2021","Mayo","1.10206E+14","Programas Nacionales Control De Vectores","697,361,980","0","0","0","0","697,361,980","189,004,181","191,435,108","505,926,872"
"2021","Mayo","110206008","Diferentes De Subvenciones","186,206,000","0","0","0","0","186,206,000","- 0","199,369,765","-13,163,765"
"2021","Mayo","11020600801","Actividades De Atención A La Salud Humana Y De Asistencia Social","186,206,000","0","0","0","0","186,206,000","- 0","199,369,765","-13,163,765"
"2021","Mayo","1.10206E+12","Actividades De Atención A La Salud Humana Y De Asistencia Social","186,206,000","0","0","0","0","186,206,000","- 0","199,369,765","-13,163,765"
"2021","Mayo","1.10206E+14","Campaña Y Control Antituberculosis","186,206,000","0","0","0","0","186,206,000","- 0","199,369,765","-13,163,765"
"2021","Mayo","110206009","Recursos Del Sistema De Seguridad Social Integral","320,000,000","0","0","0","0","320,000,000","3,969,163.21","54,012,894.85","265,987,105.15"
"2021","Mayo","11020600902","Sistema General De Pensiones","320,000,000","0","0","0","0","320,000,000","3,969,163.21","54,012,894.85","265,987,105.15"
"2021","Mayo","1.10206E+12","Sistema General De Pensiones","320,000,000","0","0","0","0","320,000,000","3,969,163.21","54,012,894.85","265,987,105.15"
"2021","Mayo","1.10206E+14","Cuotas Partes Pensionales","320,000,000","0","0","0","0","320,000,000","3,969,163.21","54,012,894.85","265,987,105.15"
"2021","Mayo","110207","Participación Y Derechos Por Monopolio","1,071,826,000","0","0","0","0","1,071,826,000","61,908,801","370,662,579","701,163,421"
"2021","Mayo","110207001","Derechos Por La Explotación Juegos De Suerte Y Azar","1,071,826,000","0","0","0","0","1,071,826,000","61,908,801","370,662,579","701,163,421"
"2021","Mayo","11020700101","Derechos Por La Explotación Juegos De Suerte Y Azar","1,071,826,000","0","0","0","0","1,071,826,000","61,908,801","370,662,579","701,163,421"
"2021","Mayo","1.10207E+12","Derechos Por La Explotación Juegos De Suerte Y Azar","1,071,826,000","0","0","0","0","1,071,826,000","61,908,801","370,662,579","701,163,421"
"2021","Mayo","1.10207E+14","Derechos Por La Explotación Juegos De Suerte Y Azar De Apuestas Permanentes O Chance","814,698,000","0","0","0","0","814,698,000","59,618,513","302,711,141","511,986,859"
"2021","Mayo","1.10207E+14","Derechos Por La Explotación Juegos De Suerte Y Azar De Juegos Promocionales","7,128,000","0","0","0","0","7,128,000","2,290,288","3,567,088","3,560,912"
"2021","Mayo","1.10207E+14","Derechos Por La Explotación Juegos De Suerte Y Azar De Juegos Novedosos","250,000,000","0","0","0","0","250,000,000","- 0","64,384,350","185,615,650"
"2021","Mayo","12","Recursos De Capital","2,151,910,000","101,526,809,711.92","0","0","0","103,678,719,711.92","800,279,294.88","102,725,328,411.57","953,391,300.35"
"2021","Mayo","1205","Rendimientos Financieros","1,865,500,000","552,441,751.02","0","0","0","2,417,941,751.02","576,938,371.88","1,565,361,596.78","852,580,154.24"
"2021","Mayo","120502","Depositos","1,865,500,000","552,441,751.02","0","0","0","2,417,941,751.02","576,938,371.88","1,565,361,596.78","852,580,154.24"
"2021","Mayo","120502001","Depositos","1,865,500,000","552,441,751.02","0","0","0","2,417,941,751.02","576,938,371.88","1,565,361,596.78","852,580,154.24"
"2021","Mayo","12050200101","Depositos","1,865,500,000","552,441,751.02","0","0","0","2,417,941,751.02","576,938,371.88","1,565,361,596.78","852,580,154.24"
